(5294,11,3833,344)	[(5294,11,3833,344); (5294,11,3833,341); (217,11,3833,184); (1608,11,1539,306); (2815,11,883,255); (5255,11,651,118); (478,11,3425,131)]	[(5294,11,3833,344); (5294,11,3833,341); (217,11,3833,344); (217,11,3833,343); (217,11,3833,341); (217,11,3833,340); (217,11,3833,336)]
(217,11,3833,344)	[(217,11,3833,344); (217,11,3833,343); (217,11,3833,341); (217,11,3833,340); (217,11,3833,336); (217,11,3833,335); (217,11,3833,332)]	[(217,11,3833,344); (217,11,3833,343); (217,11,3833,341); (217,11,3833,340); (217,11,3833,336); (217,11,3833,335); (217,11,3833,332)]
(2195,11,3833,344)	[(2195,11,3833,344); (2195,11,3833,343); (2195,11,3833,341); (2195,11,3833,340); (2195,11,3833,238); (2195,11,3833,237); (2195,11,3833,156)]	[(2195,11,3833,344); (2195,11,3833,343); (2195,11,3833,341); (2195,11,3833,340); (1423,11,3833,336); (1423,11,3833,335); (1423,11,3833,332)]
(407,11,4687,344)	[(407,11,4687,344); (407,11,4687,229); (407,11,1039,303); (407,11,3319,340); (407,11,3319,339); (407,11,3319,338); (407,11,3319,337)]	[(407,11,4687,344); (5119,11,4687,344); (407,11,4687,229); (4965,11,4687,344); (5119,11,4687,229); (4965,11,4687,229); (407,11,4687,84)]
(5119,11,4687,344)	[(5119,11,4687,344); (5119,11,4687,229); (5119,11,1039,303); (5119,11,2275,303); (5119,11,5284,343); (5119,11,5284,339); (5119,11,5284,336)]	[(5119,11,4687,344); (407,11,4687,344); (5119,11,4687,229); (4965,11,4687,344); (407,11,4687,229); (4965,11,4687,229); (5119,11,4687,84)]
(4965,11,4687,344)	[(4965,11,4687,344); (4965,11,4687,229); (4965,11,1039,303); (4965,11,2275,303); (4965,11,5284,343); (4965,11,5284,339); (4965,11,5284,336)]	[(4965,11,4687,344); (4965,11,4687,229); (5119,11,4687,344); (407,11,4687,344); (5119,11,4687,229); (407,11,4687,229); (4965,11,4687,84)]
(4850,11,154,344)	[(4850,11,154,344); (4850,11,154,343); (4850,11,154,337); (4850,11,154,336); (4850,11,3507,312); (4850,11,3507,311); (4850,11,3833,344)]	[(4850,11,154,344); (4850,11,154,343); (4850,11,154,337); (4850,11,154,336); (4363,11,154,344); (4363,11,154,343); (4363,11,154,337)]
(5255,11,154,344)	[(5255,11,154,344); (5255,11,154,343); (5255,11,4725,343); (5255,11,3507,337); (5255,11,3507,336); (5255,11,3507,314); (5255,11,3507,313)]	[(5255,11,154,344); (5255,11,154,343); (2140,11,154,344); (2140,11,154,343); (2140,11,154,337); (2140,11,154,336); (4363,11,154,344)]
(4363,11,154,344)	[(4363,11,154,344); (4363,11,154,343); (4363,11,154,337); (4363,11,154,336); (4363,11,4725,343); (4363,11,3507,314); (4363,11,3507,313)]	[(4363,11,154,344); (4363,11,154,343); (4363,11,154,337); (4363,11,154,336); (5255,11,154,344); (5255,11,154,343); (2140,11,154,344)]
(2140,11,154,344)	[(2140,11,154,344); (2140,11,154,343); (2140,11,154,337); (2140,11,154,336); (2140,11,3507,156); (2140,11,3507,152); (1608,11,1539,306)]	[(2140,11,154,344); (2140,11,154,343); (2140,11,154,337); (2140,11,154,336); (5255,11,154,344); (5255,11,154,343); (4363,11,154,344)]
(4245,11,154,344)	[(4245,11,154,344); (4245,11,154,343); (4245,11,4725,343); (4245,11,3507,314); (4245,11,3507,313); (4245,11,3507,311); (4245,11,3507,310)]	[(4245,11,154,344); (4245,11,154,343); (2140,11,154,344); (2140,11,154,343); (5255,11,154,344); (5255,11,154,343); (4363,11,154,344)]
(698,11,2317,344)	[(698,11,2317,344); (698,11,2317,343); (698,11,2317,341); (698,11,2317,340); (698,11,2317,338); (698,11,2317,292); (698,11,2317,291)]	[(698,11,2317,344); (698,11,2317,343); (698,11,2317,341); (698,11,2317,340); (698,11,2317,338); (698,11,2317,292); (698,11,2317,291)]
(5348,11,2317,344)	[(5348,11,2317,344); (5348,11,2317,343); (5348,11,2317,341); (5348,11,2317,340); (5348,11,2317,338); (5348,11,2317,292); (5348,11,2317,291)]	[(5348,11,2317,344); (5348,11,2317,343); (5348,11,2317,341); (5348,11,2317,340); (5348,11,2317,338); (5348,11,2317,292); (5348,11,2317,291)]
(2502,11,2317,344)	[(2502,11,2317,344); (2502,11,2317,343); (2502,11,2317,341); (2502,11,2317,340); (2502,11,2317,338); (2502,11,2317,292); (2502,11,2317,291)]	[(2502,11,2317,344); (2502,11,2317,343); (2502,11,2317,341); (2502,11,2317,340); (2502,11,2317,338); (2502,11,2317,292); (2502,11,2317,291)]
(1570,11,4409,344)	[(1570,11,4409,344); (1570,11,4409,343); (1570,11,4409,342); (1570,11,4409,341); (1570,11,4409,340); (1570,11,4409,339); (1570,11,4409,338)]	[(1570,11,4409,344); (1570,11,4409,343); (1570,11,4409,342); (1570,11,4409,341); (1570,11,4409,340); (1570,11,4409,339); (1570,11,4409,338)]
(958,11,4409,344)	[(958,11,4409,344); (958,11,4409,339); (958,11,4409,336); (958,11,4409,331); (958,11,4409,325); (958,11,4409,323); (958,11,4409,322)]	[(958,11,4409,344); (958,11,4409,339); (958,11,4409,336); (958,11,4409,331); (958,11,4409,325); (958,11,4409,323); (958,11,4409,322)]
(5661,6,1160,344)	[(5661,6,1160,344); (5661,6,1160,343); (5661,6,1160,342); (5661,6,1160,341); (5661,6,1160,340); (5661,6,1160,339); (5661,6,1160,338)]	[(5661,6,1160,344); (5661,6,1160,343); (5661,6,1160,342); (5661,6,1160,341); (5661,6,1160,340); (5661,6,1160,339); (5661,6,1160,338)]
(5661,6,1957,344)	[(5661,6,1957,344); (5661,6,1957,343); (5661,6,1957,342); (5661,6,1957,341); (5661,6,1957,340); (5661,6,1957,339); (5661,6,1957,338)]	[(5661,6,1957,344); (5661,6,1957,343); (5661,6,1957,342); (5661,6,1957,341); (5661,6,1957,340); (5661,6,1957,339); (5661,6,1957,338)]
(5553,6,1160,344)	[(5553,6,1160,344); (5553,6,1160,343); (5553,6,1160,342); (5553,6,1160,341); (5553,6,1160,340); (5553,6,1160,339); (5553,6,1160,338)]	[(5553,6,1160,344); (5553,6,1160,343); (5553,6,1160,342); (5553,6,1160,341); (5553,6,1160,340); (5553,6,1160,339); (5553,6,1160,338)]
(5553,6,1957,344)	[(5553,6,1957,344); (5553,6,1957,343); (5553,6,1957,342); (5553,6,1957,341); (5553,6,1957,340); (5553,6,1957,339); (5553,6,1957,338)]	[(5553,6,1957,344); (5553,6,1957,343); (5553,6,1957,342); (5553,6,1957,341); (5553,6,1957,340); (5553,6,1957,339); (5553,6,1957,338)]
(3339,6,1160,344)	[(3339,6,1160,344); (3339,6,1160,343); (3339,6,1160,342); (3339,6,1160,341); (3339,6,1160,340); (3339,6,1160,339); (3339,6,1160,338)]	[(3339,6,1160,344); (3339,6,1160,343); (3339,6,1160,342); (3339,6,1160,341); (3339,6,1160,340); (3339,6,1160,339); (3339,6,1160,338)]
(3339,6,1957,344)	[(3339,6,1957,344); (3339,6,1957,343); (3339,6,1957,342); (3339,6,1957,341); (3339,6,1957,340); (3339,6,1957,339); (3339,6,1957,338)]	[(3339,6,1957,344); (3339,6,1957,343); (3339,6,1957,342); (3339,6,1957,341); (3339,6,1957,340); (3339,6,1957,339); (3339,6,1957,338)]
(5013,18,5502,344)	[(5013,18,5502,344); (5013,18,5502,343); (5013,18,5502,341); (5013,18,5502,340); (5013,18,5502,339); (5013,18,5502,338); (5013,18,5502,337)]	[(5013,18,5502,344); (5013,18,5502,343); (5013,18,5502,341); (5013,18,5502,340); (5013,18,5502,339); (5013,18,5502,338); (5013,18,5502,337)]
(5535,18,5502,344)	[(5535,18,5502,344); (5535,18,5502,343); (5535,18,5502,342); (5535,18,5502,341); (5535,18,5502,340); (5535,18,5502,339); (5535,18,5502,338)]	[(5535,18,5502,344); (5535,18,5502,343); (5535,18,5502,342); (5535,18,5502,341); (5535,18,5502,340); (5535,18,5502,339); (5535,18,5502,338)]
(893,18,5502,344)	[(893,18,5502,344); (893,18,5502,343); (893,18,5502,342); (893,18,5502,341); (893,18,5502,340); (893,18,5502,339); (893,18,5502,338)]	[(893,18,5502,344); (893,18,5502,343); (893,18,5502,342); (893,18,5502,341); (893,18,5502,340); (893,18,5502,339); (893,18,5502,338)]
(2544,18,5502,344)	[(2544,18,5502,344); (2544,18,5502,343); (2544,18,5502,342); (2544,18,1512,342); (2852,18,4380,317); (3106,18,1539,217); (5308,18,1089,322)]	[(2544,18,5502,344); (2544,18,5502,343); (2544,18,5502,342); (1400,18,5502,344); (1400,18,5502,343); (1400,18,5502,342); (1161,18,5502,341)]
(297,18,5502,344)	[(297,18,5502,344); (297,18,5502,343); (297,18,5502,342); (297,18,5502,341); (297,18,5502,340); (297,18,5502,339); (297,18,5502,338)]	[(297,18,5502,344); (297,18,5502,343); (297,18,5502,342); (297,18,5502,341); (297,18,5502,340); (297,18,5502,339); (297,18,5502,338)]
(4825,18,5502,344)	[(4825,18,5502,344); (4825,18,5502,343); (4825,18,5502,342); (4825,18,5502,341); (4825,18,5502,340); (4825,18,5502,339); (4825,18,5502,338)]	[(4825,18,5502,344); (4825,18,5502,343); (4825,18,5502,342); (4825,18,5502,341); (4825,18,5502,340); (4825,18,5502,339); (4825,18,5502,338)]
(4442,18,5502,344)	[(4442,18,5502,344); (4442,18,5502,343); (4442,18,5502,342); (4442,18,5502,341); (4442,18,5502,340); (4442,18,5502,339); (4442,18,5502,338)]	[(4442,18,5502,344); (4442,18,5502,343); (4442,18,5502,342); (4442,18,5502,341); (4442,18,5502,340); (4442,18,5502,339); (4442,18,5502,338)]
(940,18,5502,344)	[(940,18,5502,344); (940,18,5502,343); (940,18,5502,342); (940,18,5502,341); (940,18,5502,340); (940,18,1512,342); (940,17,5502,344)]	[(940,18,5502,344); (940,18,5502,343); (940,18,5502,342); (940,18,5502,341); (940,18,5502,340); (4825,18,5502,344); (4825,18,5502,343)]
(2857,18,5502,344)	[(2857,18,5502,344); (2857,18,5502,343); (2857,18,1512,342); (2852,18,4380,317); (3106,18,1539,217); (5308,18,1089,322); (3458,18,3156,88)]	[(2857,18,5502,344); (2857,18,5502,343); (2518,18,5502,341); (2518,18,5502,340); (4700,18,5502,342); (2518,18,5502,339); (4700,18,5502,341)]
(4504,18,5502,344)	[(4504,18,5502,344); (4504,18,5502,343); (4504,18,5502,342); (4504,18,1512,342); (2852,18,4380,317); (3106,18,1539,217); (5308,18,1089,322)]	[(4504,18,5502,344); (4504,18,5502,343); (4504,18,5502,342); (2518,18,5502,341); (2518,18,5502,340); (2518,18,5502,339); (2857,18,5502,344)]
(474,18,5502,344)	[(474,18,5502,344); (474,18,5502,343); (474,18,5502,342); (474,18,1512,342); (2852,18,4380,317); (5308,18,1089,322); (3106,18,1539,217)]	[(474,18,5502,344); (474,18,5502,343); (474,18,5502,342); (5744,18,5502,344); (5744,18,5502,343); (5744,18,5502,342); (2596,18,5502,341)]
(9,18,5502,344)	[(9,18,5502,344); (9,18,5502,343); (9,18,5502,342); (9,18,1512,342); (2852,18,4380,317); (5308,18,1089,322); (3106,18,1539,217)]	[(9,18,5502,344); (9,18,5502,343); (9,18,5502,342); (893,18,5502,344); (893,18,5502,343); (2638,18,5502,342); (893,18,5502,342)]
(5744,18,5502,344)	[(5744,18,5502,344); (5744,18,5502,343); (5744,18,5502,342); (5744,18,1512,342); (2852,18,4380,317); (5308,18,1089,322); (3106,18,1539,217)]	[(5744,18,5502,344); (5744,18,5502,343); (5744,18,5502,342); (474,18,5502,344); (474,18,5502,343); (474,18,5502,342); (2596,18,5502,341)]
(387,18,5502,344)	[(387,18,5502,344); (387,18,5502,343); (387,18,5502,342); (387,18,1512,342); (2852,18,4380,317); (5308,18,1089,322); (3106,18,1539,217)]	[(387,18,5502,344); (387,18,5502,343); (387,18,5502,342); (108,18,5502,341); (108,18,5502,340); (108,18,5502,339); (108,18,5502,338)]
